682,3.33,4904.34,42.49,42.1
683,3.33,4882.84,42.6,42.2
684,3.34,4861.4,42.71,42.3
685,3.34,4840.03,42.82,42.4
686,3.35,4818.72,42.93,42.5
687,3.35,4797.47,43.04,42.6
688,3.36,4776.28,43.16,42.8
689,3.36,4755.15,43.27,42.9
690,3.37,4734.09,43.38,43.0
691,3.37,4713.08,43.49,43.1
692,3.38,4692.14,43.61,43.2
693,3.38,4671.26,43.72,43.3
694,3.39,4650.43,43.83,43.4
695,3.39,4629.67,43.95,43.5
696,3.4,4608.97,44.06,43.7
697,3.4,4588.32,44.18,43.8
698,3.41,4567.74,44.29,43.9
699,3.41,4547.21,44.4,44.0
700,3.42,4526.74,44.52,44.1
701,3.42,4506.33,44.63,44.2
702,3.43,4485.98,44.75,44.3
703,3.43,4465.69,44.87,44.5
704,3.44,4445.45,44.98,44.6
705,3.44,4425.28,45.1,44.7
706,3.45,4405.16,45.22,44.8
707,3.45,4385.09,45.33,44.9
708,3.46,4365.08,45.45,45.0
709,3.46,4345.13,45.57,45.2
710,3.47,4325.24,45.69,45.3
711,3.47,4305.4,45.8,45.4
712,3.48,4285.62,45.92,45.5
713,3.48,4265.89,46.04,45.6
714,3.49,4246.22,46.16,45.8
715,3.49,4226.6,46.28,45.9
716,3.5,4207.04,46.4,46.0
